Description,total_revenue,total_quantity,total_orders,avg_unit_price,revenue_pct,cumulative_pct,ABC_Class,rank
HEART OF WICKER LARGE,30139.410000000003,9901,925,3.2822033898305087,0.282556495185314,19.380731767893547,A,34
CHARLOTTE BAG SUKI DESIGN,29277.95,18152,882,1.21293659621802,0.27448032122098154,19.655212089114528,A,35
ROSES REGENCY TEACUP AND SAUCER,29095.27,9877,1065,3.6548568790397047,0.27276769909133625,19.927979788205864,A,36
HOT WATER BOTTLE KEEP CALM,28842.55,5841,782,5.267962732919255,0.27039845306219257,20.198378241268056,A,37
JUMBO SHOPPER VINTAGE RED PAISLEY,28634.95,12602,1175,2.683806722689076,0.2684522063241021,20.46683044759216,A,38
NATURAL SLATE HEART CHALKBOARD,28147.960000000003,9172,1249,3.585977830562154,0.2638866827259197,20.73071713031808,A,39
JUMBO  BAG BAROQUE BLACK WHITE,28092.2,13922,933,2.60338266384778,0.2633639336020472,20.994081063920127,A,40
DOORMAT RED RETROSPOT,28082.54,4092,696,8.951516452074392,0.2632733712538297,21.25735443517396,A,41
JUMBO BAG ALPHABET,27890.170000000002,13379,906,2.390556768558952,0.2614699055264383,21.518824340700398,A,42
ALARM CLOCK BAKELIKE GREEN,27196.53,6430,980,4.5333000000000006,0.2549670414252385,21.773791382125637,A,43
ROTATING SILVER ANGELS T-LIGHT HLDR,26463.83,9476,449,3.4023991507430997,0.24809799043776795,22.021889372563404,A,44
RED  HARMONICA IN BOX,26331.58,21933,662,1.4247826086956523,0.24685814876574264,22.268747521329146,A,45
RECIPE BOX PANTRY YELLOW DESIGN,26240.600000000002,8276,1111,3.7001865008880994,0.24600521269526346,22.51475273402441,A,46
GIN + TONIC DIET METAL SIGN,25836.57,11727,759,2.7412890625,0.2422174377935742,22.756970171817983,A,47
SPACEBOY LUNCH BOX,25740.469999999998,14260,900,2.190414847161572,0.24131650180354286,22.998286673621525,A,48
JAM MAKING SET PRINTED,25660.98,16412,1162,1.9029683490162534,0.24057128430252742,23.238857957924054,A,49
DOORMAT UNION FLAG,25609.6,3762,616,8.886322580645162,0.24008959760983434,23.47894755553389,A,50
PLEASE ONE PERSON METAL SIGN,25290.58,12305,845,2.4230520231213872,0.23709879012242768,23.716046345656316,A,51
REGENCY TEAPOT ROSES,24918.93,2770,416,11.108705882352941,0.2336145772119685,23.949660922868286,A,52
VINTAGE UNION JACK BUNTING,24542.83,2789,475,9.442135523613963,0.2300886456214299,24.179749568489715,A,53
JUMBO BAG VINTAGE DOILY,24522.36,11464,711,2.2987707182320443,0.22989673969306418,24.40964630818278,A,54
SCOTTIE DOG HOT WATER BOTTLE,24509.84,4666,771,5.79448798988622,0.22977936488978437,24.639425673072562,A,55
SET OF 6 SPICE TINS PANTRY DESIGN,24483.66,5978,834,4.667202797202798,0.2295339278011369,24.868959600873698,A,56
ROUND SNACK BOXES SET OF4 WOODLAND,24438.620000000003,8560,732,3.4597319034852547,0.22911167850882674,25.098071279382523,A,57
DOORMAT NEW ENGLAND,24292.84,3830,600,8.462392739273927,0.22774499329939116,25.325816272681916,A,58
BAKING SET 9 PIECE RETROSPOT,24239.72,4948,934,5.3493136219640975,0.22724699413403776,25.553063266815954,A,59
RED TOADSTOOL LED NIGHT LIGHT,23932.98,14009,849,2.3844199535962876,0.22437131145368194,25.777434578269634,A,60
DOORMAT FAIRY CAKE,23888.81,3617,365,10.109565217391305,0.22395721839770188,26.001391796667335,A,61
JUMBO BAG 50'S CHRISTMAS,23815.75,10306,716,2.413128415300547,0.2232722820456552,26.22466407871299,A,62
EDWARDIAN PARASOL NATURAL,23761.77,4081,540,7.8,0.22276622039381455,26.447430299106806,A,63
SET OF TEA COFFEE SUGAR TINS PANTRY,23514.17,4805,470,5.860274261603376,0.22044497428422302,26.66787527339103,A,64
CREAM HEART CARD HOLDER,23463.47,8291,524,4.447984934086629,0.21996966258084547,26.887844935971874,A,65
RED HANGING HEART T-LIGHT HOLDER,23228.74,7882,741,3.1590526315789473,0.21776907251903438,27.105614008490907,A,66
JUMBO BAG PINK VINTAGE PAISLEY,23181.14,11007,866,2.6776632302405496,0.21732282326694816,27.322936831757854,A,67
WOODEN PICTURE FRAME WHITE FINISH,23113.260000000002,9006,1100,3.1016561656165615,0.21668644933351086,27.539623281091366,A,68
JUMBO BAG OWLS,23030.96,11444,657,2.7718590704647674,0.21591488812664744,27.755538169218013,A,69
VINTAGE UNION JACK MEMOBOARD,23010.09,3272,221,10.368705357142856,0.21571923220456676,27.97125740142258,A,70
RETROSPOT TEA SET CERAMIC 11 PC,22912.81,4527,962,5.724362139917695,0.2148072337330762,28.186064635155656,A,71
GREEN REGENCY TEACUP AND SAUCER,22826.300000000003,7302,1013,3.8192026897214215,0.21399620384236231,28.40006083899802,A,72
PAPER BUNTING RETROSPOT,22790.960000000003,7564,798,3.7777363184079604,0.21366489189764115,28.61372573089566,A,73
CREAM SWEETHEART MINI CHEST,22708.95,1793,519,14.293402646502836,0.2128960494362211,28.82662178033188,A,74
LUNCH BAG  BLACK SKULL.,22421.21,12240,1273,2.09847891566265,0.21019849145732825,29.036820271789207,A,75
RED WOOLLY HOTTIE WHITE HEART.,22144.98,4765,429,5.116546275395034,0.20760883954758486,29.244429111336792,A,76
DOORMAT HEARTS,22138.57,3419,592,9.241963087248322,0.20754874589830183,29.451977857235093,A,77
JUMBO BAG WOODLAND ANIMALS,22092.420000000002,9773,863,2.9266168009205984,0.20711609037343245,29.659093947608525,A,78
JUMBO BAG VINTAGE LEAF,21852.81,10962,879,2.2953543307086615,0.2048697503882983,29.863963697996823,A,79
WOODEN FRAME ANTIQUE WHITE,21852.390000000003,7013,971,3.574531568228106,0.20486581289489758,30.06882951089172,A,80
RED RETROSPOT CHARLOTTE BAG,21776.79,17765,1032,1.1453486150907355,0.20415706408276052,30.27298657497448,A,81
LUNCH BAG CARS BLUE,21750.63,11817,1150,2.0593526405451446,0.20391181449379886,30.476898389468282,A,82
DOLLY GIRL LUNCH BOX,21635.14,11793,850,2.3258323765786453,0.20282909755843243,30.679727487026714,A,83
DOORMAT FANCY FONT HOME SWEET HOME,21601.69,3246,502,9.511709741550696,0.20251550433401463,30.88224299136073,A,84
RED RETROSPOT CAKE STAND,21365.25,2013,539,12.604501845018449,0.20029888304907195,31.082541874409802,A,85
PACK OF 72 RETROSPOT CAKE CASES,21259.1,36419,1320,0.7584306569343066,0.19930372846695102,31.281845602876754,A,86
COOK WITH WINE METAL SIGN,20957.64,10364,723,2.386089918256131,0.19647754570363335,31.478323148580387,A,87
LUNCH BAG APPLE DESIGN,20911.98,12183,1036,2.052082166199813,0.19604948392106492,31.674372632501452,A,88
LUNCH BOX I LOVE LONDON,20818.7,11523,707,2.3104098360655736,0.19517498538672443,31.869547617888177,A,89
ALARM CLOCK BAKELIKE PINK,20702.15,5364,783,4.577742749054225,0.19408233096801325,32.06362994885619,A,90
WHITE SKULL HOT WATER BOTTLE,20594.45,3918,499,4.98103313840156,0.19307264516024666,32.25670259401644,A,91
ANTIQUE SILVER T-LIGHT GLASS,19411.62,14688,689,1.5013936781609196,0.18198363249543187,32.43868622651187,A,92
PICNIC BASKET WICKER LARGE,19322.16,1604,445,14.381677852348993,0.18114494640106976,32.61983117291294,A,93
ROUND SNACK BOXES SET OF 4 FRUITS,19130.370000000003,6847,581,3.270403361344538,0.17934691816456513,32.7991780910775,A,94
GUMBALL COAT RACK,18890.47,7962,681,2.875157593123209,0.17709785943398754,32.976275950511486,A,95
HOMEMADE JAM SCENTED CANDLES,18788.55,12532,646,1.7919783616692428,0.17614236103540284,33.15241831154689,A,96
LUNCH BAG SUKI DESIGN,18750.579999999998,10332,1084,2.1114375,0.17578639288200545,33.32820470442889,A,97
ASSORTED COLOURS SILK FAN,18569.84,23826,518,1.0677649325626204,0.17409195822187795,33.50229666265077,A,98
LUNCH BAG WOODLAND,18323.38,9933,1017,2.1762247838616715,0.17178139959437422,33.674078062245144,A,99
LUNCH BAG SPACEBOY DESIGN,18092.36,10464,1157,2.008473282442748,0.1696155907242699,33.843693652969414,A,100
FAIRY CAKE FLANNEL ASSORTED COLOUR,18069.280000000002,10253,262,2.30876404494382,0.1693992160869138,34.01309286905633,A,101
HOT WATER BOTTLE I AM SO POORLY,18055.11,3474,657,5.870624071322437,0.16926637255955954,34.18235924161589,A,102
GROW A FLYTRAP OR SUNFLOWER IN TIN,17927.45,16244,305,1.4859344262295082,0.16806956206541393,34.350428803681304,A,103
HAND WARMER OWL DESIGN,17910.030000000002,8498,654,2.3551775147928997,0.16790624983912525,34.51833505352043,A,104
RETROSPOT HEART HOT WATER BOTTLE,17708.53,3533,623,5.629412673879443,0.16601719050518865,34.68435224402562,A,105
SET/5 RED RETROSPOT LID GLASS BOWLS,17655.800000000003,6084,879,3.2856097560975615,0.16552284758370742,34.84987509160933,A,106
PINK REGENCY TEACUP AND SAUCER,17551.760000000002,5824,765,3.6843253467843633,0.1645474742184332,35.01442256582776,A,107
LUNCH BAG PINK POLKADOT,17435.19,10515,1090,2.02645478961504,0.1634546323000362,35.177877198127796,A,108
JUMBO BAG DOILEY PATTERNS,17272.85,8895,514,2.240212355212355,0.16193269735079918,35.339809895478595,A,109
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,17245.93,8414,663,2.6805547226386808,0.16168032277377897,35.50149021825237,A,110
6 RIBBONS RUSTIC CHARM,17205.37,9183,955,2.206122448979592,0.1613000734110769,35.66279029166345,A,111
JUMBO BAG SPACEBOY DESIGN,17081.86,8671,686,2.6517241379310343,0.16014216910172455,35.82293246076517,A,112
COLOUR GLASS. STAR T-LIGHT HOLDER,17073.65,5737,264,3.9320973782771533,0.16006520048072395,35.982997661245896,A,113
SMALL POPCORN HOLDER,17055.15,20160,589,1.0736515912897824,0.15989176327140472,36.1428894245173,A,114
HOME BUILDING BLOCK WORD,17049.920000000002,2780,777,6.617638190954774,0.15984273210358096,36.302732156620884,A,115
HOT BATHS METAL SIGN,17047.06,7306,609,2.939605055292259,0.15981591964851863,36.4625480762694,A,116
MINI PAINT SET VINTAGE,16937.82,26633,380,0.7850263157894737,0.15879179636494922,36.62133987263435,A,117
EDWARDIAN PARASOL BLACK,16915.72,2931,383,7.411148825065275,0.15858460921219492,36.77992448184655,A,118
CHILDRENS CUTLERY POLKADOT PINK,16874.27,3953,423,5.114186046511628,0.15819601611347694,36.93812049796003,A,119
WOODLAND CHARLOTTE BAG,16759.75,13308,833,1.207452830188679,0.15712239291286942,37.095242890872896,A,120
IVORY KITCHEN SCALES,16528.31,1901,711,9.441473829201103,0.15495264654936436,37.25019553742226,A,121
SET OF 4 PANTRY JELLY MOULDS,16507.23,12672,1073,1.4950907441016332,0.15475502188058327,37.40495055930284,A,122
HANGING HEART JAR T-LIGHT HOLDER,16477.53,12512,728,1.48236092265943,0.15447658484724372,37.559427144150085,A,123
SET/4 WHITE RETRO STORAGE CUBES,16363.300000000001,415,155,45.23225806451613,0.15340568039207964,37.71283282454216,A,124
GARDENERS KNEELING PAD KEEP CALM,16357.05,8825,913,1.9420626349892007,0.15334708674028258,37.866179911282444,A,125
KNITTED UNION FLAG HOT WATER BOTTLE,16164.04,3323,459,5.196545842217484,0.15153762102294713,38.01771753230539,A,126
HAND OVER THE CHOCOLATE   SIGN,15983.330000000002,8272,677,2.3569546120058567,0.14984346761234826,38.16756099991774,A,127
VINTAGE CHRISTMAS BUNTING,15833.31,2997,401,5.541380145278451,0.14843703246953355,38.31599803238727,A,128
RECYCLING BAG RETROSPOT,15636.99,6910,748,3.181827814569537,0.14659653555420635,38.46259456794148,A,129
WOOD 2 DRAWER CABINET WHITE FINISH,15240.07,2403,543,6.950486486486486,0.1428754167908014,38.60546998473228,A,130
PAPER CHAIN KIT EMPIRE,15122.970000000001,5189,436,3.2706726457399102,0.1417776061307321,38.74724759086301,A,131
SET 2 TEA TOWELS I LOVE LONDON,14975.93,4919,533,3.723652802893309,0.1403991084410942,38.887646699304106,A,132
SET 7 BABUSHKA NESTING BOXES,14453.47,1790,380,9.788281249999999,0.1355010541502332,39.02314775345434,A,133
HAND WARMER SCOTTY DOG DESIGN,14410.62,6632,548,2.3291724137931036,0.1350993360735127,39.158247089527855,A,134
BREAD BIN DINER STYLE IVORY,14329.539999999999,901,375,17.415146666666665,0.13433921234748006,39.29258630187533,A,135
DOORMAT ENGLISH ROSE,14324.0,2038,407,8.636699266503667,0.1342872749345272,39.42687357680986,A,136
JUMBO BAG PEARS,14197.28,7071,595,2.4279235880398673,0.13309927692561183,39.559972853735474,A,137
MEMO BOARD RETROSPOT  DESIGN,14193.35,2960,459,6.295599128540305,0.13306243323736186,39.69303528697284,A,138
PAPER CHAIN KIT RETROSPOT,14159.54,4658,610,3.7612377850162866,0.1327454650186006,39.82578075199144,A,139
RED KITCHEN SCALES,14141.7,1627,546,9.776943942133816,0.13257821529891112,39.95835896729035,A,140
STRAWBERRY CERAMIC TRINKET BOX,14130.08,10483,706,1.655,0.13246927798149005,40.090828245271844,A,141
HAND WARMER BIRD DESIGN,14078.69,6441,554,2.39762323943662,0.13198749753895408,40.222815742810795,A,142
JUMBO STORAGE BAG SKULLS,14031.16,6450,705,2.7840306834030684,0.13154190453576797,40.35435764734656,A,143
JUMBO BAG VINTAGE CHRISTMAS,13978.95,6081,476,2.4152965235173824,0.1310524366061162,40.48541008395268,A,144
BOX OF VINTAGE ALPHABET BLOCKS,13931.31,1342,267,12.382434456928838,0.13060581235465846,40.61601589630734,A,145
WORLD WAR 2 GLIDERS ASSTD DESIGNS,13841.849999999999,55047,535,0.3206703910614525,0.12976712626029632,40.745783022567636,A,146
PINK BLUE FELT CRAFT TRINKET BOX,13838.1,11001,522,1.4184803001876172,0.12973197006921813,40.87551499263685,A,147
CHRISTMAS LIGHTS 10 REINDEER,13812.92,1672,311,9.953546325878595,0.12949590796485821,41.00501090060171,A,148
AMAZON FEE,13761.09,2,2,6880.545,0.12901000252923572,41.134020903130946,A,149
3 HOOK PHOTO SHELF ANTIQUE WHITE,13746.11,1811,382,10.002823834196892,0.12886956526460858,41.262890468395554,A,150
DOUGHNUT LIP GLOSS,13720.77,10415,344,1.3451594202898551,0.12863200316276266,41.39152247155832,A,151
PLASTERS IN TIN SPACEBOY,13615.31,8082,673,1.8615384615384614,0.12764331731980014,41.51916578887812,A,152
DOORMAT SPOTTY HOME SWEET HOME,13612.41,1757,480,9.192880658436213,0.1276161298653663,41.646781918743486,A,153
LOVE HOT WATER BOTTLE,13494.970000000001,2386,476,6.19846,0.12651513171063922,41.773297050454126,A,154
LUNCH BAG ALPHABET DESIGN,13360.2,7851,740,1.986075619295958,0.12525166507820928,41.898548715532336,A,155
CLOTHES PEGS RETROSPOT PACK 24,13346.039999999999,8689,772,1.8319590268886043,0.1251189153006979,42.02366763083303,A,156
PLASTERS IN TIN WOODLAND ANIMALS,13344.77,7813,704,1.9077348066298343,0.12510700907065275,42.148774639903685,A,157
SET OF 10 LED DOLLY LIGHTS,13303.02,2221,372,6.468746666666667,0.12471560347664853,42.27349024338034,A,158
SET 6 SCHOOL MILK BOTTLES IN CRATE,13284.49,2845,405,4.835060532687652,0.12454188501780067,42.398032128398135,A,159
TEA TIME PARTY BUNTING,12941.27,2581,467,6.153014861995754,0.12132420291063588,42.51935633130877,A,160
GREY HEART HOT WATER BOTTLE,12805.33,3231,561,4.396125211505923,0.12004976754658955,42.63940609885536,A,161
WOODEN UNION JACK BUNTING,12792.25,2091,407,6.789317073170731,0.11992714275210871,42.75933324160747,A,162
ENAMEL FLOWER JUG CREAM,12671.060000000001,2110,506,6.5633984375,0.1187909884063034,42.878124230013775,A,163
RED RETROSPOT MINI CASES,12642.93,1748,385,8.12139534883721,0.11852727009829526,42.99665150011207,A,164
ASSORTED COLOUR MINI CASES,12614.17,1770,383,8.064407216494846,0.11825764555018603,43.11490914566226,A,165
CHILDRENS CUTLERY RETROSPOT RED,12604.23,2907,317,5.2348916408668735,0.11816445820636799,43.233073603868625,A,166
LOVE BUILDING BLOCK WORD,12572.710000000001,2034,629,6.672415902140673,0.1178689587016252,43.35094256257025,A,167
WOODEN ROUNDERS GARDEN SET,12571.369999999999,1331,358,10.732513812154695,0.11785639622267988,43.46879895879293,A,168
STRAWBERRY CHARLOTTE BAG,12552.4,9798,722,1.2002876712328765,0.1176785527707455,43.58647751156368,A,169
VINTAGE SNAP CARDS,12515.96,14528,926,1.0148936170212766,0.11733692834330804,43.703814439906985,A,170
BLACK HEART CARD HOLDER,12487.17,4871,189,4.3481578947368416,0.11706702254567017,43.820881462452654,A,171
FELTCRAFT CUSHION OWL,12440.14,3380,470,4.1569375,0.11662611703462782,43.93750757948728,A,172
ENAMEL BREAD BIN CREAM,12383.83,875,454,15.880548245614035,0.11609821166939721,44.05360579115668,A,173
FELTCRAFT 6 FLOWER FRIENDS,12373.88,6078,547,2.4514847942754923,0.1160049305757363,44.16961072173241,A,174
CHILDRENS CUTLERY POLKADOT BLUE,12371.12,2848,289,5.264285714285714,0.11597905561910274,44.28558977735151,A,175
REGENCY SUGAR BOWL GREEN,12350.73,3057,322,4.793138461538462,0.11578789968948008,44.40137767704099,A,176
PACK OF 60 PINK PAISLEY CAKE CASES,12245.02,24854,869,0.7425056179775281,0.11479687010044567,44.51617454714144,A,177
PINK HAPPY BIRTHDAY BUNTING,12201.400000000001,2339,402,5.9300246305418725,0.11438793328582379,44.630562480427265,A,178
DOORMAT WELCOME PUPPIES,12114.97,2065,287,8.81625,0.11357765339385287,44.74414013382112,A,179
FELTCRAFT DOLL MOLLY,12016.34,4514,331,3.2620414201183436,0.11265299869357415,44.856793132514696,A,180
IVORY DINER WALL CLOCK,11971.15,1452,415,8.847411764705882,0.11222934315362083,44.96902247566832,A,181
3 HEARTS HANGING DECORATION RUSTIC,11944.880000000001,3463,303,3.3427301587301588,0.11198306231638754,45.08100553798471,A,182
WOOD S/3 CABINET ANT WHITE FINISH,11937.68,1408,403,9.03514705882353,0.11191556242951735,45.192921100414225,A,183
SET/3 RED GINGHAM ROSE STORAGE BOX,11928.45,3040,477,4.9237551867219915,0.11182903132454347,45.30475013173877,A,184
PAPER BUNTING WHITE LACE,11893.230000000001,4089,326,3.392035928143713,0.11149884437793679,45.416248976116705,A,185
RED DINER WALL CLOCK,11882.57,1403,460,9.236609071274298,0.11139890704543176,45.52764788316214,A,186
GARDENERS KNEELING PAD CUP OF TEA,11815.69,6827,758,1.906416558861578,0.11077190809628201,45.63841979125842,A,187
PICNIC BASKET WICKER SMALL,11807.12,1879,461,7.5369164882226976,0.1106915644809379,45.74911135573936,A,188
RED RETROSPOT PICNIC BAG,11671.09,3987,531,3.707003745318352,0.10941628536830568,45.85852764110766,A,189
JUMBO BAG PAISLEY PARK,11613.03,5035,338,2.253276353276353,0.10887197378057192,45.96739961488824,A,190
DOORMAT WELCOME TO OUR HOME,11555.56,1524,443,9.592089887640448,0.10833319343356777,46.0757328083218,A,191
RED RETROSPOT ROUND CAKE TINS,11532.39,1089,344,12.56808695652174,0.1081159750476258,46.18384878336943,A,192
ALARM CLOCK BAKELIKE IVORY,11479.65,2892,570,4.41,0.10762153837630166,46.29147032174573,A,193
FAWN BLUE HOT WATER BOTTLE,11466.37,3313,490,4.10219801980198,0.1074970385849633,46.398967360330694,A,194
CHARLOTTE BAG PINK POLKADOT,11420.289999999999,9719,742,1.2505013192612138,0.10706503930899408,46.506032399639686,A,195
"SET 3 RETROSPOT TEA,COFFEE,SUGAR",11407.56,2133,430,7.381116173120729,0.10694569575901387,46.6129780953987,A,196
"RECORD FRAME 7"" SINGLE SIZE",11354.56,4374,361,3.676493150684932,0.10644882159177498,46.71942691699048,A,197
CLASSIC METAL BIRDCAGE PLANT HOLDER,11338.27,978,290,13.377210884353742,0.10629610309773117,46.82572302008821,A,198
SET/20 RED RETROSPOT PAPER NAPKINS,11319.36,13210,986,1.091887351778656,0.10611882214485405,46.93184184223307,A,199
RED RETROSPOT UMBRELLA,11295.01,1940,373,7.169148936170212,0.10589054127745279,47.03773238351052,A,200
WOODEN CROQUET GARDEN SET,11276.21,782,299,16.2249,0.10571429157284727,47.14344667508337,A,201
FELTCRAFT CUSHION RABBIT,11227.47,3092,386,4.2893670886075945,0.10525735483867325,47.24870402992204,A,202
REGENCY TEA PLATE ROSES,11117.05,6869,445,2.0747533632286994,0.1042221690736446,47.35292619899568,A,203
METAL SIGN TAKE IT OR LEAVE IT,11104.79,3777,412,3.345584725536993,0.10410723176627952,47.45703343076196,A,204
LUNCH BAG DOLLY GIRL DESIGN,11090.58,6724,682,1.9310028653295128,0.10397401323955378,47.56100744400151,A,205
ADJUST BAD DEBT,11062.06,1,1,11062.06,0.10370663868767352,47.66471408268919,A,206
JUMBO BAG TOYS,11014.62,5007,522,3.1267175572519084,0.10326188943307328,47.76797597212226,A,207
SOLDIERS EGG CUP,10938.31,9137,418,1.4932093023255815,0.10254648438209213,47.870522456504354,A,208
15CM CHRISTMAS GLASS BALL 20 LIGHTS,10910.61,1359,261,9.306958174904944,0.10228679731732768,47.97280925382168,A,209
LUNCH BAG VINTAGE DOILY,10820.1,6562,601,1.8949918962722854,0.10143826748946366,48.07424752131114,A,210
BAKING SET SPACEBOY DESIGN,10745.05,2209,464,5.468758029978586,0.10073467491868479,48.17498219622983,A,211
BREAD BIN DINER STYLE RED,10676.619999999999,665,278,17.699460431654675,0.10009314474388938,48.275075340973714,A,212
SET OF 6 RIBBONS VINTAGE CHRISTMAS,10621.6,3265,422,3.5049311926605506,0.09957733310838968,48.37465267408211,A,213
VINTAGE HEADS AND TAILS CARD GAME,10535.65,7889,607,1.5049592169657422,0.09877155320887679,48.473424227290984,A,214
TRADITIONAL WOODEN SKIPPING ROPE,10526.0,8145,425,1.5877702702702703,0.09868108461050216,48.57210531190149,A,215
COLOUR GLASS T-LIGHT HOLDER HANGING,10518.25,16449,621,0.7267993630573248,0.09860842848227383,48.67071374038376,A,216
LUNCH BAG DOILEY PATTERN,10510.44,6556,492,1.7319161676646706,0.09853520985498826,48.76924895023875,A,217
BLUE HAPPY BIRTHDAY BUNTING,10502.650000000001,1992,390,5.863657289002558,0.09846217872738842,48.867711128966135,A,218
LUNCH BAG VINTAGE LEAF DESIGN,10498.01,6342,668,1.9316279069767441,0.0984186788002943,48.96612980776643,A,219
REVOLVER WOODEN RULER,10379.84,5236,348,2.2687186629526463,0.0973108369070373,49.06344064467346,A,220
FAMILY ALBUM WHITE PICTURE FRAME,10354.26,1198,372,10.148418230563003,0.09707102480896239,49.160511669482425,A,221
BLUE HARMONICA IN BOX,10343.56,7879,604,1.430652528548124,0.09697071247708586,49.25748238195951,A,222
ANTIQUE SILVER TEA GLASS ENGRAVED,10297.27,8706,347,1.46601108033241,0.09653674445441626,49.35401912641393,A,223
DOORMAT BLACK FLOCK,10278.06,1817,195,8.504747474747475,0.09635665100625287,49.450375777420184,A,224
VINTAGE DOILY JUMBO BAG RED,10233.45,4815,259,2.212744360902256,0.09593843295718633,49.54631421037737,A,225
LONDON BUS COFFEE MUG,10224.75,4367,317,2.7268923076923075,0.09585687059388485,49.64217108097125,A,226
NO SINGING METAL SIGN,10195.86,4789,496,2.5365469061876245,0.09558602729781823,49.73775710826907,A,227
FELTCRAFT CUSHION BUTTERFLY,10133.33,2765,348,4.270704225352112,0.0949998095303192,49.832756917799394,A,228
RED SPOTTY BISCUIT TIN,10116.49,2433,394,5.90964824120603,0.09484193479491726,49.92759885259431,A,229
PLASTERS IN TIN CIRCUS PARADE,10070.11,6118,571,1.7852667814113596,0.09440712302366179,50.02200597561797,A,230
HAND WARMER UNION JACK,10057.320000000002,4867,479,2.194527559055118,0.09428721697462433,50.11629319259259,A,231
TRADITIONAL KNITTING NANCY,10056.95,6150,609,1.8810466988727856,0.09428374823043795,50.21057694082303,A,232
REGENCY TEA PLATE GREEN,10051.99,6247,381,2.128433420365535,0.0942372483083718,50.304814189131406,A,233
